RecordedDate,ResponseId,RecipientLastName,UserLanguage,Q4,Q4_3_TEXT,Q4R,Q5,Q6,Q6_7_TEXT,Q6R,Q7,Q7_8_TEXT,Q7R,Q8,Q8_9_TEXT,Q8GER,Q54,Q54_11_TEXT,Q8ALLR,UNILOC,CODLOC,Q9,Q9_4_TEXT,Q9R,Q10,Q10_13_TEXT,Q10R,Q11_1,Q12_1,MIDTOT,,,Q24
43787.92639,R_1dyjaT0kjUpxpzt,,EN,1,,1,18,2,,2,4,,4,5,,,,,5,USA,1,3,,3,"3,9",,"3,9",3,7,2,,,"I think my location benefits me that I have a lot of resources around me, including therapists, doctors, and so much more. However, around me it is less common to talk about my problems as openly, leading my parents to not understand every aspect. This makes it hard to actually get help somewhere, especially if I am struggling with the motivation to do it on my own."
43788.89375,R_3L53fqr88Dr7UP6,,EN,1,,1,19,1,,1,4,,4,5,,,,,5,USA,1,"2,4",White American,2,3,,3,6,7,1,,,"The university I live at is very open and helpful. Many different physical and emotional help options are available at all times. There are not many heavy stress factors, especially ones I cannot handle myself. "
43788.96667,R_DesxFSazgwrdnOx,,EN,1,,1,20,2,,2,4,,4,5,,,,,5,USA,1,4,Austrian,25,5,,5,6,6,1,,,
43789.44375,R_1pEFKSqgUhFo2Ys,,EN,1,,1,20,1,,1,4,,4,5,,,,,5,USA,1,4,White American,20,8,,8,5,7,1,,,My location has a big impact on who I am and who I have become. It is a safe place for me to live and a place I like to live. It has been good to me and provided a place of comfort and safety. I have met some great people and friends that I will keep with me my whole life.
43790.54931,R_1BRXIVIcf6kJjEc,,EN,1,,1,18,1,,1,1,,1,5,,,,,5,USA,1,4,Hispanic,26,"3,8,9",,"3,8,9",3,3,4,,,I don't feel like my location has any impact on my identities at all
43790.66042,R_vvIAxm5C0cpYuvT,,EN,1,,1,20,1,,1,4,,4,5,,,,,5,USA,1,4,White/american,20,8,,8,7,7,1,,,"Impacts me in a lot of ways. Being around my friends, coaches and teammates helps me become who I am suppose to be."
43790.83264,R_3sBPSAFE5EOFbd2,,EN,1,,1,19,1,,1,4,,4,5,,,,,5,USA,1,"2,4",White American,2,3,,3,6,7,1,,,Carbondale Illinois is a very accepting and providing environment. I have full access to any resource I may need whenever I may need it. I am able to keep my life in check while owning up to all of my responsibilities.
43790.85486,R_2sZtVmB51R96lFT,,EN,1,,1,18,1,,1,4,,4,5,,,,,5,USA,1,3,,3,1,,1,7,7,1,,,I had a very caring and backing community.
43792.99306,R_27kbIFZsSnTUubr,,EN,1,,1,18,2,,2,4,,4,2,,,,,2,USA,1,1,,1,13,Middle class,14,5,5,1,,,"My location is safe, and I have a lot of family support."
43796.40139,R_2WBEoLqzB7kCyQa,,EN,1,,1,18,2,,2,4,,4,5,,,,,5,USA,1,2,,2,9,,9,5,6,1,,,"I am originally from the Champaign area so I moved 2 1/2 hours from home. Some days I enjoy being away, but most days I struggle. I am very homesick and my anxiety has shot through the roof ever since I moved to Carbondale. I like the area, I just hate being so far from home/friends/family. "
43796.41319,R_3m4a7RIDOb9DaQ7,,EN,1,,1,18,2,,2,4,,4,5,,,,,5,USA,1,2,,2,9,,9,5,6,1,,,My health is not too well mentally. My anxiety is out of control. I am originally from Champaign so I am sure homesickness is hitting hardcore. I like Carbondale but I think that I would rather be home around my friends/family. 
43796.71042,R_30uVJvxk7H0Rm5C,,EN,1,,1,18,2,,2,4,,4,2,,,,,2,USA,1,4,Black,17,3,,3,4,5,2,,,"I feel safe and loved, I just go through a lot by myself and don't speak on it."
43800.73958,R_3f3n2vuD7qVhHvH,,EN,1,,1,18,1,,1,8,straight ,9,5,,,,,5,USA,1,4,polish,10,3,,3,7,7,1,,,
43801.48819,R_1gHBZfWs3Q1h4JG,,EN,1,,1,21,1,,1,4,,4,5,,,,,5,USA,1,"2,3",,5,1,,1,7,7,1,,,I loved where I grew up 
43801.59236,R_3NNSHanMrDdJzE9,,EN,1,,1,19,5,,5,6,,6,5,,,,,5,USA,1,"2,3",,5,"3,4,6",,"3,4,6",6,7,5,,,"I'm white, raised in a white neighborhood, but with a lot of liberal/left leaning people. This has led me to feel comfortable experimenting with gender and sexuality, but has left me lacking in education on racial issues. I live in a very safe neighborhood and do not experience violence, and it came as quite a shock when I was in a group of people with wildly different lives than me who live through fights at school, violence at home, and can still come out of it nonchalant. "
43802.66597,R_2aFdpJB6MjBGhxn,,EN,1,,1,21,1,,1,4,,4,2,,,,,2,USA,1,4,black,17,5,,5,4,4,2,,,It impacts in everyday. i come from a poverty stricken neighborhood and i went home for thanks giving and it just felt like id be there forever and that's not what i want with my life
43802.67361,R_2wADdMLIU83mmXW,,EN,1,,1,21,1,,1,4,,4,5,,,,,5,USA,1,"2,3",,5,8,,8,7,7,1,,,I loved where I lived
43805.31528,R_DcwAYA2SpjwiCTD,,EN,1,,1,18,2,,2,4,,4,1,,,,,1,USA,1,4,Filipino,27,12,,12,4,6,2,,,"I live in a pretty safe suburban neighborhood so I guess that would explain why I very rarely felt unsafe in my life. In addition, because my mom is a nurse and we live close to the city I have access to pretty good medical resources. I have not found any difficulty dealing with my gender and/or my identity, primarily because I don't belong to the LGBTQ+ organization, and society is more welcoming to individuals who are heterosexual or identify as a male or female compared to those who are lesbian or gay. In addition, because of that I believe that I am more comfortable going about society, whereas others may be ridiculed in his or her workspace, church, or home. As for my ethnicity, because I am Asian, I have faced some difficulty and racist comments when growing up, but it did not really bother me or stunt my confidence or my appreciation for my culture."
43805.55278,R_2eRUQppK7U6VDMP,,EN,1,,1,18,2,,2,4,,4,2,,,,,2,USA,1,4,Caribbean,28,,,14,7,7,1,,,"I am always traveling or hanging out at various places so I never feel as if my location impacts me too much. Sometimes, however, if I'm in an environment that makes me feel inferior, I try to better myself to the standards of that area, making myself superior."
43805.57778,R_1d186U8zXt5VjGe,,EN,1,,1,18,2,,2,5,,5,5,,,,,5,USA,1,4,American,6,1,,1,5,7,2,,,"I live in a safe and accepting place, and I am in a place of privilege so I don't usually fear not being safe except for being a woman "
43808.31944,R_2WVBkAo0oW56VVs,,EN,1,,1,19,7,Male,9,4,,4,5,,,,,5,USA,1,3,,3,3,,3,7,7,1,,,
43808.36528,R_3qZQQuUXJeYP33j,,EN,1,,1,18,1,,1,4,,4,3,,,,,3,USA,1,4,italian,22,3,,3,5,5,2,,,My location isn't that bad of a neighborhood. I have grew up and created very close relationships over the years. 
43808.39444,R_1igmldK2vwd7E9K,,EN,1,,1,19,2,,2,4,,4,5,,,,,5,USA,1,"2,3",,5,9,,9,5,6,1,,,I feel like where I live is a very safe area. There are always police around my house. 
43808.42083,R_xbBpxCAFCinCpVL,,EN,1,,1,19,2,,2,4,,4,5,,,,,5,USA,1,4,Italian,22,"3,9",,"3,9",5,5,2,,,My location impacts my safety in positive ways with my relationships and health and safety.
43808.45208,R_2VloD0pweK7TwrA,,EN,1,,1,18,1,,1,4,,4,1,,,,,1,USA,1,1,,1,"1,3,12",,"1,3,12",4,6,4,,,"The area where I live is a relatively safe place, some of the relationships I have currently aren't the best but I'm working on it."
43808.59375,R_2dygdnsdLUR5BQY,,EN,1,,1,18,2,,2,4,,4,5,,,,,5,USA,1,3,,3,"3,9",,"3,9",4,7,2,,,
43808.60417,R_2SdZYnSbftL2GBl,,EN,1,,1,20,2,,2,4,,4,5,,,,,5,USA,1,4,N/A,18,1,,1,5,5,1,,,"This week has been a bad couple of weeks for me and I actively seek out professional medical health via a therapy, so my answers are very honest but a bit more depressing than usual. I'm in a long-distance relationship with my fiance (I'm in NYC, he's in Maine), so that's a huge pressing factor on my happiness. Other than that, the stress I experience at work/school is also immaculate. "
43808.64722,R_1QyBXYRDvILi4n5,,EN,1,,1,20,2,,2,8,Unsure/Questioning,10,5,,,,,5,USA,1,4,Does Jewish count?,30,"3,8,9",,"3,8,9",6,6,4,,,"I have more privileges available for me than most, but my family is somewhat narrowminded and sometimes I don't feel safe confiding in them."
43808.66181,R_3lFDqOZloKFHlFO,,EN,1,,1,21,2,,2,8,Straight,9,5,,,,,5,USA,1,"3,4",American and Italian,5,5,,5,4,2,1,,,"I am a straight cisgender woman and living in Brooklyn does not impact my identity, in regards to not being accepted, because being straight is considered a ""norm.""

I do travel late on the train at night so sometimes I feel like my life might be in danger from male sexual predators."
43808.67292,R_1Qgh3Abg1isZiey,,EN,1,,1,18,1,,1,4,,4,4,,,,,4,USA,1,1,,1,1,,1,5,7,2,,,
43808.77222,R_1n8X265L0AvjhRA,,EN,1,,1,18,2,,2,4,,4,5,,,,,5,USA,1,"2,4",italian,5,3,,3,6,7,1,,,
43808.82153,R_RI7Tz5JwCkez4LD,,EN,1,,1,19,1,,1,3,,3,5,,,,,5,USA,1,3,,3,9,,9,6,6,2,,,My location does have a big impact because I am not as close to friends and family as I would like to be and that encouraged me to move to New York to be closer to family. I still live in California for some parts of the year.
43808.87778,R_1gRzIxomjmp27UE,,EN,1,,1,19,2,,2,4,,4,5,,,,,5,USA,1,4,"Danish, English",5,1,,1,6,7,1,,,I live in a city and it impacts the speed I operate at. New York City is a very face paced city and because of that I have a hard time slowing down. This leads to high stress levels. 
43808.87986,R_Uym9AF12bEG6ADL,,EN,1,,1,18,2,,2,8,straight ,9,5,,,,,5,USA,1,4,albanian ,31,3,,3,6,7,1,,,
43808.93819,R_31AzdRcQ0ucVFLC,,EN,1,,1,21,2,,2,4,,4,5,,,,,5,USA,1,4,,4,3,,3,7,7,1,,,I commute to and from school in NYC from Long Island because I feel safer as I move farther from the city. The city makes me extremely tense and I turn into an angry person while I am there. My geographical location strongly impacts my mental health which Iâ€™ve just learned after living part time and going to school full time in NYC for the last 4 years. 
43809.02639,R_3EbA0M6XRbxbuTM,,EN,1,,1,18,1,,1,4,,4,"1,3,4,5",,,,,3,USA,1,4,Filipino,27,13,Im literally fine bro chill out.,14,6,6,1,,,Living in a nice neighborhood exposed me to the more beautiful aspects of childhood and humanity. I believe my upbringing has made me into the best person I could have been.
43809.05278,R_2OJYws6oDQX6Wth,,EN,1,,1,18,2,,2,5,,5,5,,,,,5,USA,1,3,,3,13,none of the above,14,5,5,1,,,
43809.36181,R_eEE9wmlPETgUSnn,,EN,1,,1,18,2,,2,6,,6,1,,,,,1,USA,1,,,18,,,14,7,7,2,,,"I am actually from California so this is a whole new change for me. Living across the country and being a 5-6 hr plane ride from my family is pretty hard. But I realized that all my relationships with my parents, sister and friends from back home grew a lot stronger because I talk to them everyday. "
43809.53611,R_3F34FupTee5JH9w,,EN,1,,1,18,2,,2,4,,4,"4,5",,,,,3,USA,1,1,,1,5,,5,6,7,2,,,In my location that I live crime rates are extremely low.  so safety is very rarely a problem.  My relationships I have built in my community are very strong and I can easily count on them.
43809.53611,R_27JzkeYZLZHZCQD,,EN,1,,1,20,1,,1,4,,4,3,,,,,3,USA,1,4,American,6,13,N/A,14,6,6,1,,,I have overall lived an exteremely blessed life. My environment allowed me to make freinds and get a good education that many others havent gotten the opportunity to experience. My parents are loving and have always pushed me educationally and to try new things. Ive overall felt safe in my environment.
43809.54722,R_1OouiMLysXjnwIb,,EN,1,,1,18,1,,1,4,,4,"2,8",,,,,3,USA,1,4,African American,17,,,14,5,6,1,,,n/a
43809.55764,R_1FESfI05ES0JmB0,,EN,1,,1,19,2,,2,4,,4,"4,5",,,,,3,USA,1,"1,3",,5,,,14,7,7,1,,,
43809.56597,R_1rJRaJIWE8lXrEi,,EN,1,,1,18,2,,2,4,,4,5,,,,,5,USA,1,"2,3",,5,1,,1,7,7,1,,,
43809.64583,R_yqq6tYRwjjms1Lr,,EN,1,,1,18,2,,2,4,,4,"4,5",,,,,3,USA,1,1,,1,5,,5,7,6,2,,,"The location in which I live in has very low crime rate so feeling unsafe has never been a problem.  My mother works for my doctor so having availability to healthcare has always been easy as well.  I grew up in not the wealthiest family, but we always found a way to make it work.  Family and friends were always there if we needed help and we're always there if our friends and family need help.  "
43810.38542,R_1jqfMIyCXo90wSt,,EN,1,,1,19,1,,1,4,,4,2,,,,,2,USA,1,4,black,17,13,n/a,14,6,5,1,,,
43810.5875,R_1Hib3WYER8Ulk4S,,EN,1,,1,20,2,,2,4,,4,"2,4,5,7,8",,,,,3,USA,1,4,None ,18,3,,3,7,5,2,,,"My geographic location has caused distress to my social life, my safety, and my mental health. "
43810.68333,R_3EoRRMcTnQXowoy,,EN,1,,1,19,2,,2,4,,4,3,,,,,3,USA,1,4,Vietnamese,33,9,,9,6,7,2,,,"I think that sometimes living in the city makes it hard to maintain relationships and my health because New York City is so fast-paced and constantly changing and that is reflective in the relationships I have. It's also a very self-oriented, one track mind type of mindset that the city has which makes it hard to see what's around you. I also find that sometimes i forget to take care of my own health and make sure I'm okay because I'm always worried about the future and what's going to happen next."
43811.36181,R_2Y9bbZA1POsawOL,,EN,1,,1,18,2,,2,4,,4,4,,,,,4,USA,1,1,,1,10,,10,5,6,2,,,"Most people would say that where I'm from isn't a very good neighborhood, but I feel like I have adjusted to it. There has been times where I haven't felt safe but you cant really be safe anywhere. Sometimes this would affect my friendships because my friends wouldn't want to come to my side of town because they're scared."
43811.39097,R_3MrrZ2SbedNlrFh,,EN,1,,1,18,2,,2,1,,1,5,,,,,5,USA,1,"3,4",italian,5,13,none,14,6,7,1,,,"My location  makes me feel safe, it is a good area and I'm never scared to be anywhere in my neighborhood. All of my relationships I have made are from my location so it means a lot to me. All of my memories are there and one day when I move I will be very sad because that is what I consider to be my home. I think its the best place and I take pride living there. "
43811.42639,R_1pQCe16HliqpGNr,,EN,1,,1,18,2,,2,2,,2,5,,,,,5,USA,1,4,Polish,10,13,middle class,14,6,6,1,,,I live in what is mostly considered to be an upper middle class neighborhood. Most of the people there are like me and we rarely have any dangerous occurences. I feel safe there most likely because there a few people there who would discriminate against me for any part of my identity.
43811.52778,R_WcHdwGsPhPB5nLr,,EN,1,,1,18,2,,2,1,,1,5,,,,,5,USA,1,3,,3,1,,1,5,6,2,,,
43811.92847,R_2e2qKHvxd6yvjWu,,EN,1,,1,19,2,,2,4,,4,5,,,,,5,USA,1,3,,3,3,,3,7,7,1,,,My location does not effect them 
43812.46111,R_3hxRTzapLwiARCo,,EN,1,,1,18,2,,2,4,,4,1,,,,,1,USA,1,4,Chinese ,23,3,,3,7,7,2,,,I think that my location keeps me safe since I am from a mainly safe neighborhood. 
43812.57431,R_BFWYH7ggAjs4E25,,EN,1,,1,18,2,,2,4,,4,5,,,,,5,USA,1,3,,3,"1,5",,"1,5",5,6,2,,,
43812.61319,R_6LIjjn4a9vLRq5r,,EN,1,,1,18,1,,1,4,,4,4,,,,,4,USA,1,1,,1,,,14,6,5,1,,,My location geographically effects traveling and my interactions with friends and extended family as it acts as somewhat of a limitation on how much I'm able to see them.
43814.60764,R_be0QaKQAAOLtedX,,EN,1,,1,18,1,,1,4,,4,4,,,,,4,USA,1,1,,1,13,Regular ,14,7,7,1,,,My location is quiet and peaceful and has probably impacted me for the better throughout my life.
43814.84583,R_u9th64odvFJ0Qvv,,EN,1,,1,18,1,,1,4,,4,4,,,,,4,USA,1,1,,1,"6,9",,"6,9",1,5,3,,,My location does benefit my health and relationships because it allows me to be closer and more accessible to the ones that I care for most.
43815.42361,R_3OjC3EDM6f99qIu,,EN,1,,1,18,7,female ,8,4,,4,"4,5",,,,,3,USA,1,1,,1,"3,6",,"3,6",6,6,3,,,"I chose the high school I attended as my location. My life has changed my point of view in life and changed myself as a person in general because of what I have been apart of. I have dealt with so much drama, fake friends, and more that has changed my life tremendously in a bad way, but I also had good times which mainly focused on softball.  "
43815.46736,R_3KDE3UnwLBYQjlh,,EN,1,,1,18,1,,1,1,,1,5,,,,,5,USA,1,3,,3,3,,3,7,6,2,,,"It doesn't effect much at all. I don't feel like my location has that large of an impact on me, and maybe that's because I don't think about it very much. It's not something I've given much thought. I have a doctor, and my family is always there to help me if I ever need it, I've never really felt like I had a reason to worry about anything. I've always been able to keep a smile on my face, well, most of the time anyway, and that's what I think is important. I think having a god reason to smile, and having a good reason to be happy, is what makes life truly meaningful."
43815.49514,R_sb93leIiIls6vJf,,EN,1,,1,18,2,,2,4,,4,5,,,,,5,USA,1,"3,4",Italian,5,13,Not actively religious,16,6,7,1,,,"II feel very safe within my location. My health is also very good and my relationships are, for the most part, unaffected."
43815.53819,R_3qE6gOWpMkJ13SK,,EN,1,,1,18,1,,1,6,,6,2,,,,,2,USA,1,4,African-American,17,13,Student,14,4,5,2,,,I do not have to worry too much about my safety or my health in my neighborhood due to minimal crime and nearby competent hospitals. 
43815.54444,R_1gbUdILu0SIEyxy,,EN,1,,1,18,7,woman,8,8,straight,9,4,,,,,4,USA,1,1,,1,13,employed ,14,5,6,1,,,"My neighborhood is considered wealthy and safe; versus where I was raised. I feel at ease in my neighborhood, however, My friends and family live in other places. "
43815.56042,R_bdufaz7CNjl0Sul,,EN,1,,1,19,2,,2,4,,4,5,,,,,5,USA,1,4,Italian,22,13,Stressed,17,7,7,1,,,"Since it is finals week, we all just feel very stressed and anxious"
43816.36389,R_126k83eIkNxejp2,,EN,1,,1,18,1,,1,3,,3,5,,,,,5,USA,1,4,Italian,22,13,N/A,14,6,6,1,,,"My home is in a fairly affluent area, and live in what is to be considered a safe community. The general public is mostly accepting of peoples differences, definitely allowing growth."
