id,language,country_code,age,gender_code,sex_orient_code,race_code,minority_code,qual_life,resources,qual
R_yqq6tYRwjjms1Lr,EN,United States,18,Cisgender Woman,Heterosexual,Multi-Racial,Low Resourced,7,6,"The location in which I live in has very low crime rate so feeling unsafe has never been a problem.  My mother works for my doctor so having availability to healthcare has always been easy as well.  I grew up in not the wealthiest family, but we always found a way to make it work.  Family and friends were always there if we needed help and we're always there if our friends and family need help."
R_1Hib3WYER8Ulk4S,EN,United States,20,Cisgender Woman,Heterosexual,Multi-Racial,Unemployed,7,5,"My geographic location has caused distress to my social life, my safety, and my mental health."
R_3EoRRMcTnQXowoy,EN,United States,19,Cisgender Woman,Heterosexual,Multi-Racial,Mentally Unwell,6,7,"I think that sometimes living in the city makes it hard to maintain relationships and my health because New York City is so fast-paced and constantly changing and that is reflective in the relationships I have. It's also a very self-oriented, one track mind type of mindset that the city has which makes it hard to see what's around you. I also find that sometimes i forget to take care of my own health and make sure I'm okay because I'm always worried about the future and what's going to happen next."
R_2Y9bbZA1POsawOL,EN,United States,18,Cisgender Woman,Heterosexual,Latina/o/x,Language Minority,5,6,"Most people would say that where I'm from isn't a very good neighborhood, but I feel like I have adjusted to it. There has been times where I haven't felt safe but you cant really be safe anywhere. Sometimes this would affect my friendships because my friends wouldn't want to come to my side of town because they're scared."
R_3MrrZ2SbedNlrFh,EN,United States,18,Cisgender Woman,Bisexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,"My location  makes me feel safe, it is a good area and I'm never scared to be anywhere in my neighborhood. All of my relationships I have made are from my location so it means a lot to me. All of my memories are there and one day when I move I will be very sad because that is what I consider to be my home. I think its the best place and I take pride living there."
R_1pQCe16HliqpGNr,EN,United States,18,Cisgender Woman,Lesbian,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,I live in what is mostly considered to be an upper middle class neighborhood. Most of the people there are like me and we rarely have any dangerous occurences. I feel safe there most likely because there a few people there who would discriminate against me for any part of my identity.
R_2e2qKHvxd6yvjWu,EN,United States,19,Cisgender Woman,Heterosexual,White/European,Unemployed,7,7,My location does not effect them
R_3hxRTzapLwiARCo,EN,United States,18,Cisgender Woman,Heterosexual,Asian,Unemployed,7,7,I think that my location keeps me safe since I am from a mainly safe neighborhood.
R_6LIjjn4a9vLRq5r,EN,United States,18,Cisgender Man,Heterosexual,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,5,My location geographically effects traveling and my interactions with friends and extended family as it acts as somewhat of a limitation on how much I'm able to see them.
R_be0QaKQAAOLtedX,EN,United States,18,Cisgender Man,Heterosexual,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,My location is quiet and peaceful and has probably impacted me for the better throughout my life.
R_u9th64odvFJ0Qvv,EN,United States,18,Cisgender Man,Heterosexual,Latina/o/x,NA,1,5,My location does benefit my health and relationships because it allows me to be closer and more accessible to the ones that I care for most.
R_3OjC3EDM6f99qIu,EN,United States,18,Female/Woman,Heterosexual,Multi-Racial,NA,6,6,"I chose the high school I attended as my location. My life has changed my point of view in life and changed myself as a person in general because of what I have been apart of. I have dealt with so much drama, fake friends, and more that has changed my life tremendously in a bad way, but I also had good times which mainly focused on softball."
R_3KDE3UnwLBYQjlh,EN,United States,18,Cisgender Man,Bisexual,White/European,Unemployed,7,6,"It doesn't effect much at all. I don't feel like my location has that large of an impact on me, and maybe that's because I don't think about it very much. It's not something I've given much thought. I have a doctor, and my family is always there to help me if I ever need it, I've never really felt like I had a reason to worry about anything. I've always been able to keep a smile on my face, well, most of the time anyway, and that's what I think is important. I think having a god reason to smile, and having a good reason to be happy, is what makes life truly meaningful."
R_sb93leIiIls6vJf,EN,United States,18,Cisgender Woman,Heterosexual,White/European,Not Actively Religious/Athiest,6,7,"II feel very safe within my location. My health is also very good and my relationships are, for the most part, unaffected."
R_3qE6gOWpMkJ13SK,EN,United States,18,Cisgender Man,Asexual,Black/African,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,5,I do not have to worry too much about my safety or my health in my neighborhood due to minimal crime and nearby competent hospitals.
R_1gbUdILu0SIEyxy,EN,United States,18,Female/Woman,Straight,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,6,"My neighborhood is considered wealthy and safe; versus where I was raised. I feel at ease in my neighborhood, however, My friends and family live in other places."
R_bdufaz7CNjl0Sul,EN,United States,19,Cisgender Woman,Heterosexual,White/European,Stressed/PTSD/Anxiety/Depression/Self-Critical,7,7,"Since it is finals week, we all just feel very stressed and anxious"
R_126k83eIkNxejp2,EN,United States,18,Cisgender Man,Gay,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"My home is in a fairly affluent area, and live in what is to be considered a safe community. The general public is mostly accepting of peoples differences, definitely allowing growth."
R_3iCD38p9tgwXTGC,EN,United States,18,Female/Woman,Heterosexual,Multi-Racial,Unemployed,6,6,"I chose My high school as my location for this survey. I chose my high school because it changed me as a person so much and it changed my point of view of life. I dealt with a lot of fake people and was always dragged into drama I never should've been apart of and it affected me emotionally and physically. I never really had a good year in high school because of those reasons, but after learning to keep my circle close and knowing softball helped me relieve my stress and mad me happy, I survived."
R_27J1o4fFNt1tVNZ,EN,United States,19,Cisgender Man,Heterosexual,Latina/o/x,Larger Bodied,5,4,Almost none due to this not being the time I spent my formative years in.
R_2rdTtaEXvhTAwPn,EN,United States,20,Cisgender Man,Heterosexual,White/European,Unemployed,6,6,I'm in college so I have access to a lot of different people so I feel fairly safe and I have access to a variety of different relationships
R_1CxcsNLLkAflO3q,EN,United States,20,Cisgender Woman,Heterosexual,Multi-Racial,Religious Minority,6,6,My closest friends and boyfriend all live in the same town as me. My town is safe and small I know lots of people in town. Safety wise when it comes to driving its not that safe being as theres lots of back roads and woods so there are frequent accidents there.
R_3fwzaWaOYvEzQpz,EN,United States,19,Cisgender Woman,Heterosexual,Multi-Racial,Stressed/PTSD/Anxiety/Depression/Self-Critical,5,7,I am grateful to have grown-up in Westchester.  I have lived here my whole life and feel that there are many opportunities with healthcare and education.  A lot of important contacts have been made here as well since I am close to the city.  The outskirts of my town are nice and generally wealthy whereas the housings closer to the heart of town are mainly occupied by illegal immigrants.
R_1mQ0amsp5R1dqsS,EN,United States,20,Cisgender Woman,Heterosexual,Black/African,Unemployed,6,7,The place I live makes me feel very safe because it's a closed-off street where everyone knows each other and authorities are close by. I have access to my doctor or a hospital very easily near where I reside.
R_2zGYo4oAF8ywKUr,EN,United States,19,Cisgender Woman,Asexual,Multi-Racial,NA,4,6,"The location I grew up was a welcoming community where I was able to discover myself and feel comfortable with who I was. Of course there were certain people that made things worse, but overall I'm happy with my home location and am proud that it was as an accepting place as possible."
R_1QzvdcxHuzCTwG1,EN,United States,19,Cisgender Woman,Heterosexual,Latina/o/x,Self-ID with No Write In,3,5,"Where I live in Carmel, I feel like I always have to watch my surroundings because I live in a wood like area, and there aren't any streetlights for surroundings."
R_3JJjuDYrhgKHfLD,EN,United States,21,Cisgender Man,Heterosexual,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,Being home is most important and I feel safe
R_2ypvM84uSO2Zqr7,EN,United States,19,Cisgender Woman,Heterosexual,Latina/o/x,Unemployed,5,5,Well I don't live in the safest environment. This morning a teenage girl close to my age was kidnapped and yanked from her mothers arms. This happened very close to my location so it makes me feel very uneasy about my surroundings.
R_25WQfxfT7RnXImZ,EN,United States,18,Cisgender Man,Heterosexual,Latina/o/x,NA,5,7,A lot of my friends live near me so if I ever needed someone to talk to they were always around. Family lived close together too so people are always there to support me.
